"CLAVE SITIO","CLAVE DE MONITOREO","NOMBRE DEL SITIO","FECHA REALIZACIÓN","Año","DQO_ESTADO","TIPO CUERPO DE AGUA","COLI_FEC","COLI_TOT","E_COLI","N_NH3","N_NO2","N_TOTK","TOX_D_48_UT","P_TOT","ORTO_PO4","COLOR_VER","ABS_UV","CONDUC_CAMPO","pH_CAMPO","OD_mgL","SAAM","SST","CD_TOT","CR_TOT","HG_TOT","NI_TOT","CN_TOT","DUR_TOT","TEMP_AMB","TEMP_AGUA","CAUDAL","COT_NOM","TOX_NOM","TIPO_LOTICO","y"
"DLPUE2052M1","DLPUE2052M1-100219","LAGUNA SANTIAGO OVANDO",43504,2019,"INCUMPLE","LÉNTICO",24000,24130.5536521806,24000,19.087,0.238,20.611,0.888492175455453,9.872,7.082,1000,4.26,3170.13636554444,7.78740814740815,2.61629713990859,4.31302586603431,1562.5,0.0006505,0.01032,0.00010065,0.00777,0.0047623162687678,410,19,19.38084622626,1211.66821024438,1,1,0,1
"DLPUE2010","DLPUE2010-010418","RIO CAZONES 5",43208,2018,"CUMPLE","LÓTICO",15,90,15,0.247,0.0025,0.297,0.5,0.082,0.00075,5,0.038,263,7,6.98,0.005,5,0.0006505,0.02444,0.00010065,0.00187,5e-04,142,26.9,24.9,9079.4,0,0,1,0
"DLPUE2056","DLPUE2056-110819","AMPLIACIÓN UNIÓN ANTORCHISTA",43688,2019,"INCUMPLE","LÓTICO",24196,24196,24196,5.18597,0.204507,8.62381,0.5,1.67631,0.69537,60,0.183,687,7.7,4.06,0.5,162.5,0.0006505,0.0282,0.00010065,0.0275,0.0027,181.367,24,21,2803.78349699701,0,0,1,1
"DLPUE2044","DLPUE2044-190415","RIO NEXAPA 16",42110,2015,"CUMPLE","LÓTICO",70,110,40,0.143,0.022,0.444,0.5,0.153,0.008,5,0.059,1650,7.9,4.18,0.08,19,0.0006505,0.0627,0.00010065,0.0344,5e-04,462,24.3,21.1,761,0,0,1,0
"DLPUE1975M1","DLPUE1975M1-090820","ARROYO ZAPATERO",44049,2020,"INCUMPLE","LÓTICO",24000,24130.5536521806,24000,10,0.0025,10.869,0.5,1.903,1.689,80,0.268776026831463,911,8.3,0.5,3.062,38.71,0.0006505,0.01434,0.00010065,0.01705,5e-04,266,28.1,24.5,102.4,0,0,1,1
"DLPUE2083","DLPUE2083-260317","RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC)",42815,2017,"CUMPLE","LÓTICO",90,930,90,0.112,0.0025,0.509,0.5,0.047,0.024,10,0.018,833,7.8,4.37,0.005,5,0.0006505,0.01181,0.00010065,0.00486,5e-04,482,24.2,24.1,3176.3,0,0,1,0
"DLPUE2025","DLPUE2025-110916","RIO NEXAPA 6",42622,2016,"CUMPLE","LÓTICO",930,1500,430,0.864,0.194,1.147,0.5,0.469,0.288,30,0.075,163,7.2,5.11,0.16,177,0.0006505,0.0058,0.00010065,0.00892,5e-04,60,18.2,13,965.9,0,0,1,0
"DLPUE2037","DLPUE2037-090613","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ABAJO)",41432,2013,"INCUMPLE","LÓTICO",2400,2400,2400,20.667,3.211,30.327,1.01,10.3792128926038,7.28900355024072,600,0.910902870897463,35865,4.59,1.18,9.84615791731636,853.397166666667,0.0017,0.0571169090280625,0.00010065,0.1683,0.0133330769230769,424.672076032306,28.9,48.2,5,0,0,1,1
"DLPUE2035","DLPUE2035-010315","RIO NEXAPA 14",42062,2015,"INCUMPLE","LÓTICO",24000,24000,4600,22.961,0.034,41.487,0.5,0.99,0.912,30,0.401,1234,8.2,3.5,3.36,145,0.0006505,0.011,5e-04,0.0149,5e-04,446,24.1,18.4,3140,0,0,1,1
"DLPUE2032M1","DLPUE2032M1-080418","RIO NEXAPA 12",43199,2018,"CUMPLE","LÓTICO",24000,24000,24000,0.853,0.531,1.252,0.5,0.627,0.407,5,0.065,1123,7.9,3.57,0.118,5,0.0006505,0.0299,0.00010065,0.00747,5e-04,516,25.1,20,704.4,0,0,1,0
"DLPUE1994","DLPUE1994-280615","RIO SAN LORENZO 1",42181,2015,"INCUMPLE","LÓTICO",11000,24000,4600,0.118,0.0025,0.474,0.5,0.481,0.227,50,0.204,287,7,2.95,0.28,30,0.0006505,6e-04,0.00010065,0.0063,5e-04,86,11.4,16.4,15,0,0,1,1
"DLPUE2054","DLPUE2054-280413","RIO XOCHIAC AGUAS ABAJO DEL COLECTOR EL CARMEN CONFLUENCIA CON RIO XOCHIAC",41388,2013,"INCUMPLE","LÓTICO",1200,2100,1200,4.398,0.164,19.518,7.27,4.625,0.479,300,0.177,2100,6.7,0.5,5.5126691025641,27,0.0006505,6e-04,0.00010065,0.00021,0.0103554086473847,500,20.2,29.2,30.1,0,0,1,1
"DLPUE2032","DLPUE2032-150315","RIO NEXAPA 12",42076,2015,"INCUMPLE","LÓTICO",24000,24000,11000,1.713,0.066,21.72,0.5,1.874,1.686,50,0.551,1384.6,7.7,3.09,6.5,163.33,0.0006505,0.028,0.00010065,0.07,5e-04,444,22.8,18.2,4824,0,1,1,1
"DLPUE2011","DLPUE2011-140216","VILLA AVILA CAMACHO",42664,2016,"CUMPLE","LÓTICO",19863,24196,10462,0.00175,0.0025,0.147,0.5,0.019,0.019,8,0.0352,295,7.8,5.88,0.005,27,0.0006505,6e-04,0.00010065,0.00021,5e-04,180,23.5,27.3,19735.3311844982,0,0,1,0
"DLPUE2032M1","DLPUE2032M1-210118","RIO NEXAPA 12",43115,2018,"INCUMPLE","LÓTICO",24000,24000,24000,5.713,1.08,6.723,0.5,4.016,2.606,80,0.205,1557,8.2,3.12,3.456,226.47,0.0006505,0.02198,0.00010065,0.01634,5e-04,408,24.3,18.1,5603.5,0,0,1,1
"DLPUE2023","DLPUE2023-210118","RIO NEXAPA 4",43117,2018,"INCUMPLE","LÓTICO",24000,24000,11000,8.949,0.0025,9.333,1.31,8.829,7.349,200,0.451,1228,7.9,2.15,18.186,81.82,0.0006505,0.03196,0.00010065,0.00563,5e-04,58,20.9,13.2,2,1,1,1,1
"DLPUE2022","DLPUE2022-010913","RIO NEXAPA 22",41513,2013,"INCUMPLE","LÓTICO",460,2400,240,0.577,0.0025,1.193,0.5,0.617,1.034,20,0.07,58,7.31,2.3,0.601300861330683,5,0.0006505,0.0321,7e-04,0.0527,0.00064132152014,160,22.9,14.5,1956.4,0,0,1,1
"DLPUE2069M1","DLPUE2069M1-010418","PUENTE MARQUEZ",43194,2018,"CUMPLE","LÓTICO",150,210,70,0.023,0.0025,0.171,0.5,0.598,0.438,10,0.068,890,8.2,3.5,0.005,5,0.0006505,0.01332,0.00010065,0.00337,5e-04,326,33.8,23.9,7160.3,0,0,1,0
"DLPUE2037","DLPUE2037-240814","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ABAJO)",41850,2014,"INCUMPLE","LÓTICO",24000,24000,4600,0.704,0.794,1.565,0.5,0.821,0.739,30,0.177,722,8,3.5,0.127,162,0.0006505,0.13,0.00010065,0.0119,5e-04,306,24.4,20.1,4791,1,0,1,1
"DLPUE2009","DLPUE2009-160815","AGUA FRIA",42228,2015,"CUMPLE","LÓTICO",1126,4352,0.5,0.054518,0.0025,0.112512,0.5,0.0861,0.0387,5,0.0313,312,9.2,6.15,0.005,5,0.0006505,6e-04,0.00010065,0.00021,5e-04,132,29,29,26,0,0,1,0
"DLPUE2063M1","DLPUE2063M1-170219","ARROYO PRIETO",43507,2019,"INCUMPLE","LÓTICO",24000,24000,24000,36.676,0.0025,40.355,0.5,6.197,3.972,200,0.462,1308,7.9,0.5,10.833,54.55,0.0006505,0.06836,0.00010065,0.01692,5e-04,268,26.8,19,16.8,1,1,1,1
"DLPUE2037","DLPUE2037-080913","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ABAJO)",41521,2013,"INCUMPLE","LÓTICO",2400,2400,1100,0.251,1.091,0.251,0.5,1.083,0.17,80,0.166,807,7.54,4.6,0.126622034784516,102.22,0.0006505,0.026,0.00068,0.029,0.00057494906846,250,27.6,24.3,6836.9,0,0,1,1
"DLPUE2054","DLPUE2054-220215","RIO XOCHIAC AGUAS ABAJO DEL COLECTOR EL CARMEN CONFLUENCIA CON RIO XOCHIAC",42055,2015,"INCUMPLE","LÓTICO",24000,24000,11000,21.801,0.0025,35.647,0.5,1.534,1.467,80,0.737,575,7.5,1.67,3.4,72.5,0.0006505,0.0095,5e-04,0.0072,5e-04,148,23,15.9,116,0,1,1,1
"DLPUE2032","DLPUE2032-130316","RIO NEXAPA 12",42440,2016,"INCUMPLE","LÓTICO",24000,24000,70,1.806,0.338,2.261,0.5,1.067,0.743,50,0.191,695.6,7.9,5.21,1.15,195.46,0.0006505,0.0122,0.0032,0.0171,5e-04,244,15,13.7,3372.11936279608,0,0,1,1
"DLPUE2002","DLPUE2002-140914","RIO NECAXA 4",41892,2014,"CUMPLE","LÓTICO",280,390,210,0.031,0.058,0.031,0.5,0.106,0.045,20,0.081,125,7.4,4.4,0.186,36,0.0006505,6e-04,0.00010065,0.0028,5e-04,90,26.5,23.8,30735,0,0,1,0
"DLPUE2073","DLPUE2073-140517","CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V. (AGUAS ABAJO)",42867,2017,"INCUMPLE","LÓTICO",24000,24000,24000,24.203,0.061,32.97,0.5,5.986,4.778,400,0.875,3488.3,7.1,0.5,12,475,0.0006505,0.01095,0.00010065,0.01207,5e-04,606,29.5,24.2,193.9,1,1,1,1
"DLPUE2063M1","DLPUE2063M1-021016","ARROYO PRIETO",42641,2016,"INCUMPLE","LÓTICO",24000,24000,24000,0.457,0.049,22.505,0.5,2.288,0.058,100,0.269,759,8.3,0.5,2.04,32.5,0.0006505,0.01428,0.00010065,0.0077,5e-04,238,23.5,22.1,41.4,0,0,1,1
"DLTLA2546","DLTLA2546-190715","TLAPALAC ANTES DE CONFLUENCIA CON RIO ATOYAC",42198,2015,"INCUMPLE","LÓTICO",24000,24000,11000,8.83,0.033,37.291,2.13,6.508,2.336,250,0.775,1511,7.6,0.5,12.9,100,0.0006505,6e-04,0.00010065,0.0084,5e-04,318,22.6,20.7,76,1,1,1,1
"DLPUE2046","DLPUE2046-260317","NEXAPA PUENTE DON ROQUE",42814,2017,"INCUMPLE","LÓTICO",24000,24000,24000,3.612,0.0025,11.243,0.5,0.841,0.484,20,0.04,1587,7.4,1.3,0.11,51.39,0.0006505,6e-04,0.00010065,0.0039,5e-04,1108,29.8,22.7,605.2,0,0,1,1
"DLPUE2033","DLPUE2033-040813","RIO NEXAPA 13",41489,2013,"INCUMPLE","LÓTICO",2400,2400,1100,0.135,0.527,0.639,0.5,0.57,0.739,20,0.064,546,7.73,5.2,0.251482836095417,31,0.0006505,6e-04,0.00010065,0.00021,0.0006248333728123,195,28,19.6,923.4,0,0,1,1
"DLPUE2010","DLPUE2010-060920","RIO CAZONES 5",44075,2020,"CUMPLE","LÓTICO",4600,13833.2425137004,2400,0.043,0.0025,0.21,0.5,0.054,0.008,2.5,0.0716553130424478,270,7.7,3.66,0.27,11,0.0006505,0.01003,0.00205,0.00636,5e-04,182,27,28.1,10373.3545852358,0,0,1,0
"DLPUE1992M1","DLPUE1992M1-070816","RA-1 RIO ATOYAC, ANTES TLAHUAPAN (ESTACIÓN TESTIGO)",42583,2016,"CUMPLE","LÓTICO",11000,24000,2400,0.663,0.0025,2.654,0.5,0.446,0.3,10,0.058,711,7.5,4.64,0.19,46,0.0006505,6e-04,0.00010065,0.00627,5e-04,72,17.2,13.9,455.7,0,0,1,0
"DLPUE2003","DLPUE2003-100515","RIO NECAXA 5",42132,2015,"CUMPLE","LÓTICO",24000,24000,11000,0.063,0.0025,0.063,0.5,0.047,0.01,5,0.056,203,8,4.72,0.31,10,0.0006505,0.0053,0.00010065,0.0045,5e-04,98,33.5,26.4,16945.23578625,0,0,1,0
"DLPUE2054","DLPUE2054-061013","RIO XOCHIAC AGUAS ABAJO DEL COLECTOR EL CARMEN CONFLUENCIA CON RIO XOCHIAC",41551,2013,"INCUMPLE","LÓTICO",200,230,150,2.291,0.056,8.619,0.5,1.173,0.496,200,0.354,991,8.97,2.2,2.536,106.67,0.0006505,0.011,0.00010065,0.004,5e-04,170,15,19.2,382.6,1,1,1,1
"DLPUE1989","DLPUE1989-280118","LA AUTOPISTA P1 (24)",43126,2018,"INCUMPLE","LÓTICO",24000,24000,24000,6.067,0.108,10.185,0.5,4.229,1.212,200,0.355,931,7.9,0.5,0.005,148.08,0.0006505,0.0171,0.00010065,0.00883,5e-04,244,20.3,13.5,5490.8,0,1,1,1
"DLPUE2085","DLPUE2085-270119","RIO NEXAPA 21",43486,2019,"CUMPLE","LÓTICO",150,430,90,0.026,0.0025,0.932,0.5,0.315,0.161,20,0.057,2194,9.3,6.29,0.296,5,0.0006505,0.01096,0.00010065,0.00463,5e-04,1150,31.3,25,4204.4,0,0,1,0
"DLPUE2066","DLPUE2066-020417","DESPUES DE BACHOCO",42825,2017,"INCUMPLE","LÓTICO",24000,24000,24000,88.011,0.0025,111.064,1.93,27.94,18.46,750,0.529,2056.6,7.1,0.5,17.5,558.33,0.0006505,0.00781,0.00137,0.01123,5e-04,428,23.8,16.8,19.4,1,1,1,1
"DLPUE2031","DLPUE2031-060817","RIO NEXAPA 10",42950,2017,"INCUMPLE","LÓTICO",24000,24000,11000,8.373,0.669,8.961,0.5,1.618,1.416,89.8,0.183,983,7.5,4.26,0.831,194.44,0.0006505,0.02096,0.00010065,0.01435,0.005,282,23.1,20.8,2390.1,0,0,1,1
"DLPUE2066","DLPUE2066-251112","DESPUES DE BACHOCO",41232,2012,"INCUMPLE","LÓTICO",1.5,1.5,1.5,71.15,0.0025,96.39,0.5,16.544,50.624,20,0.0213,1394,7.43,0.5,25.9401478021978,400,0.016,6e-04,0.00010065,0.00021,0.0110418165967884,125.44,28,23.2,0.002,1,0,1,1
"DLPUE2083","DLPUE2083-240814","RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC)",41853,2014,"CUMPLE","LÓTICO",1200,1500,390,0.00175,0.027,0.321,0.5,0.092,0.083,80,0.089,707,7.36,5.3,0.127,129,0.0006505,0.0101,0.00010065,0.0085,5e-04,376.2,21.3,20.5,20484,0,0,1,0
"DLPUE2066","DLPUE2066-190616","DESPUES DE BACHOCO",42536,2016,"INCUMPLE","LÓTICO",24000,24000,210,7.383,0.0025,56.701,4.16,4.85,3.992,750,0.864,1945,7.1,0.5,12.5,105.88,0.0006505,6e-04,0.00010065,0.0076,5e-04,338,23.1,19.4,2.7,1,1,1,1
"DLPUE2023","DLPUE2023-261014","RIO NEXAPA 4",41912,2014,"INCUMPLE","LÓTICO",24000,24000,11000,0.447,0.134,0.447,0.5,1.521,0.035,120,0.437,79,7,4.2,0.107,680,0.0006505,0.0092,5e-04,0.0148,5e-04,53.5,20.5,16.8,442,0,0,1,1
"DLPUE2084","DLPUE2084-210413","RIO ATOYAC (DESPUES DE LA CONFLUENCIA DEL RIO MIXTECO)",41380,2013,"CUMPLE","LÓTICO",1.5,3,1.5,0.057,0.0025,0.057,0.5,0.038,0.135,2.5,0.243,1080,8.41,6.8,0.0912031766132226,5,0.0006505,6e-04,0.00010065,0.00021,0.00057494906846,660,34.2,26.3,1831,0,0,1,0
"DLPUE2009","DLPUE2009-270714","AGUA FRIA",41843,2014,"INCUMPLE","LÓTICO",11000,24000,921,0.064,0.0025,0.25,0.5,0.022,0.00075,20,0.064,214.3,7.8,5.7,0.063,5,0.000677902009078,0.0097680277368446,0.0001841767442942,0.0075106426707594,5e-04,116,29.3,28.5,10184,0,0,1,1
"DLPUE2002","DLPUE2002-130119","RIO NECAXA 4",43476,2019,"CUMPLE","LÓTICO",750,1500,430,0.00175,0.0025,0.583,0.5,0.035,0.011,5,0.665,206,8.7,6.47,0.005,12,0.0006505,0.01145,0.00010065,0.00618,5e-04,90,29.3,20,5671.74381713029,0,0,1,0
"DLPUE2009","DLPUE2009-150215","AGUA FRIA",42049,2015,"INCUMPLE","LÓTICO",830,1274,10,0.043588,0.0242,0.2145,0.5,7e-04,0.00075,5,0.0045,256,8.5,7.42,0.005,5,0.0006505,6e-04,0.00010065,0.00021,5e-04,113,20,22,45,0,0,1,1
"DLPUE2027","DLPUE2027-261014","RIO NEXAPA 7",41911,2014,"INCUMPLE","LÓTICO",24000,24000,4600,0.28,0.225,0.922,0.5,0.752,0.371,50,0.195,212,7.6,4.5,0.005,543.3,0.0006505,0.01,0.00010065,0.0094,5e-04,83.2,20,18.4,408,0,0,1,1
"DLPUE2025","DLPUE2025-170313","RIO NEXAPA 6",41345,2013,"INCUMPLE","LÓTICO",1100,2400,1100,0.077,0.041,0.077,0.5,0.954,0.724,5,0.0045,398,7.75,6.3,0.251482836095417,21,0.0006505,6e-04,0.00010065,0.00021,0.00057494906846,122,23.5,18.9,173.7,0,0,1,1
"DLPUE2030","DLPUE2030-290614","RIO NEXAPA 11",41817,2014,"INCUMPLE","LÓTICO",24000,24000,930,2.35,0.382,3.755,0.5,1.214,0.598,80,0.173,543.3,7.1,5.1,0.159,430,0.0006505,0.0222,0.00010065,0.0219,5e-04,265.3,24.6,21.6,10323,0,0,1,1
"DLPUE2025","DLPUE2025-080516","RIO NEXAPA 6",42496,2016,"INCUMPLE","LÓTICO",4600,11000,930,4.499,0.313,4.499,0.5,0.961,0.324,30,0.133,379,8,4.15,0.72,165.38,0.0006505,0.0079,7e-04,0.0099,5e-04,122,18,15.9,106.2,0,0,1,1
"DLPUE2001","DLPUE2001-110318","RIO NECAXA 1",43311,2018,"CUMPLE","LÓTICO",1500,4600,930,0.028,0.0025,0.175,0.5,0.066,0.052,5,0.03,313,8,4.03,0.179,5,0.0006505,0.0512,0.00010065,0.00311,5e-04,128,29.7,25.7,2361,0,0,1,0
"DLPUE2001","DLPUE2001-060414","RIO NECAXA 1",41733,2014,"CUMPLE","LÓTICO",930,1500,750,0.211,0.026,0.547,0.5,0.089,0.04,2.5,0.101,153,8.2,6.4,0.275,21,0.0006505,0.0117,0.00010065,0.0139,5e-04,70,32.4,21.4,11797,0,0,1,0
"DLPUE2019M1","DLPUE2019M1-110318","RIO RABANILLO",43164,2018,"INCUMPLE","LÓTICO",24000,24000,24000,16.363,0.0025,16.953,0.5,3.121,2.35,120,0.234,1611,8.1,0.5,7.648,65.71,0.0006505,0.07821,0.00010065,0.01993,5e-04,248,20,15.8,144.9,0,1,1,1
"DLPUE2025","DLPUE2025-030416","RIO NEXAPA 6",42461,2016,"CUMPLE","LÓTICO",24000,24000,110,0.038,0.0025,4.13,0.5,0.634,0.329,30,0.071,397,8,4.28,0.28,16,0.0006505,0.0359,0.00010065,0.0119,5e-04,134,22.5,16.7,82.5,0,0,1,0
"DLPUE2044","DLPUE2044-050217","RIO NEXAPA 16",42768,2017,"CUMPLE","LÓTICO",24000,24000,24000,0.044,0.0025,9.858,0.5,0.254,0.071,10,0.043,2275.6,8,5.6,0.005,5,0.0006505,6e-04,0.00010065,0.00335,5e-04,1250,20.9,17.8,346.8,0,0,1,0
"DLPUE2028","DLPUE2028-070816","RIO NEXAPA 8",42584,2016,"INCUMPLE","LÓTICO",24000,24000,200,14.545,0.252,16.69,0.5,2.814,2.279,80,0.19,952,7.7,3.26,1.73,335.71,0.0006505,0.03621,0.00010065,0.04429,5e-04,250,24.3,21.2,4332,0,1,1,1
"DLPUE2030","DLPUE2030-130316","RIO NEXAPA 11",42440,2016,"INCUMPLE","LÓTICO",11000,24000,280,1.993,0.222,9.713,0.5,0.956,0.873,50,0.184,705.3,8.1,4.91,1.3,191.3,0.0006505,0.0208,0.00010065,0.0162,5e-04,232,20.7,15.7,6264.7,0,0,1,1
"DLPUE2053","DLPUE2053-240515","ECHEVERRIA ANTES DE LA PLANTA DE TRATAMIENTO ATOYAC SUR",42144,2015,"INCUMPLE","LÓTICO",24000,24000,11000,4.916,0.0025,14.371,0.5,0.866,0.443,60,0.316,1009,7.6,0.5,4.45,170,0.0006505,0.0127,0.0026,0.0139,5e-04,270,25.9,21.7,9406,1,0,1,1
"DLPUE2038","DLPUE2038-290913","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ARRIBA)",41543,2013,"INCUMPLE","LÓTICO",30,70,30,0.087,0.609,1.375,0.5,0.659,0.00075,100,0.17,550,7.73,5.5,0.153561606778185,655,0.0006505,0.028,0.00010065,0.008,0.0006692397564152,360,25.3,21.4,28655.4,0,0,1,1
"DLPUE2021","DLPUE2021-080418","RIO NEXAPA 0",43201,2018,"INCUMPLE","LÓTICO",24000,24000,24000,62.162,0.018,72.561,0.5,10.4,4.943,200,0.662,1070,7.6,0.5,6.578,353.33,0.0006505,0.06146,0.00053,0.00826,5e-04,270,23.8,18.9,14.1,1,0,1,1
"DLPUE2037","DLPUE2037-100313","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ABAJO)",41339,2013,"CUMPLE","LÓTICO",1.5,280,1.5,0.069,0.142,0.535,0.5,1.045,1.49,40,0.0045,1427,8.29,3.4,2.00148374009319,29,0.0006505,6e-04,0.00010065,0.00021,0.0008788141973745,38,14.3,15.7,9643.41,0,0,1,0
"DLPUE2035","DLPUE2035-280914","RIO NEXAPA 14",41907,2014,"INCUMPLE","LÓTICO",24000,24000,11000,2.025,0.783,4.713,0.5,0.778,0.506,10,0.198,703,7.6,6,0.059,230,0.0006505,0.0052,7e-04,0.0059,0.006,231.7,20.8,18.9,5947,1,0,1,1
"DLPUE2047","DLPUE2047-210413","RIO NEXAPA 19",41380,2013,"CUMPLE","LÓTICO",1.5,3,1.5,0.035,0.029,0.501,0.5,0.126,0.067,10,0.251,1861,8.25,7.6,0.0966537453041994,5,0.0006505,6e-04,0.00010065,0.00021,0.000736404754035,1420,33.1,27.2,1173.9,0,0,1,0
"DLPUE2043","DLPUE2043-091218","RIO NEXAPA 17",43439,2018,"INCUMPLE","LÓTICO",24000,24000,24000,0.251,0.497,0.385,0.5,0.646,0.538,20,0.151,1541,7.7,4.14,0.135,28,0.0006505,0.01786,0.00010065,0.00685,5e-04,502,30,20.6,2761.8,0,0,1,1
"DLPUE2026","DLPUE2026-021212","NEXAPA LOS MOLINOS P1 (31)",41259,2012,"CUMPLE","LÓTICO",2400,2400,120,0.71,0.031,0.71,0.5,1.147,3.509,5,0.0045,706,7.42,1.8,1.79544140002585,11,0.009,6e-04,0.00010065,0.00021,0.00057494906846,201.88,15,12.5,6.933,0,0,1,0
"DLPUE2053","DLPUE2053-120415","ECHEVERRIA ANTES DE LA PLANTA DE TRATAMIENTO ATOYAC SUR",42102,2015,"INCUMPLE","LÓTICO",24000,24000,11000,3.989,0.0025,17.135,1.42,2.544,1.227,120,0.582,1310,7.8,0.5,10.9,66.67,0.0006505,0.0125,0.00010065,0.014,5e-04,326,25.5,23.4,5522,0,1,1,1
"DLPUE2027","DLPUE2027-110916","RIO NEXAPA 7",42621,2016,"CUMPLE","LÓTICO",150,210,90,6.866,0.366,12.245,0.5,0.548,0.421,60,0.072,360,7.7,5.82,0.14,173,0.0006505,0.00774,0.00010065,0.00955,5e-04,68,26.3,16.3,93.4,0,0,1,0
"DLPUE2022M1","DLPUE2022M1-140822","BARRANCA HONDA",44782,2022,"INCUMPLE","LÓTICO",24000,24130.5536521806,24000,18.71,0.0025,27.79,1.76,12.225,8.239,250,0.659299281219441,1702,7.8,0.5,0.088,190,0.00065074,0.034,0.0011,0.0206102351323918,0.001,382.897889597806,25,21,183,1,1,1,1
"DLPUE2041","DLPUE2041-300417","NEXAPA ENTRADA A PUCTLA",42851,2017,"INCUMPLE","LÓTICO",24000,24000,24000,7.963,2.8,14.525,0.5,2.915,2.24,60,0.165,1435,7.5,2.47,0.94,34,0.0006505,0.01029,0.00010065,0.01496,5e-04,386,31.6,25.1,1030.5,1,0,1,1
"DLPUE2010","DLPUE2010-270518","RIO CAZONES 5",43243,2018,"INCUMPLE","LÓTICO",1500,4600,750,0.072,0.0025,0.134,0.5,0.009,0.00075,10,0.215,262,7.1,7.77,0.005,5,0.0006505,0.00811,0.00010065,0.00104,5e-04,100,27.6,26.8,21768.9358555556,0,0,1,1
"DLPUE2024","DLPUE2024-011017","RIO NEXAPA 5",43006,2017,"INCUMPLE","LÓTICO",24000,24000,24000,0.747,0.129,0.926,0.5,0.561,0.293,30,0.172,265,7.4,4.98,0.588,31,0.0006505,6e-04,0.00079,0.00446,5e-04,80,21.7,17,446.2,0,0,1,1
"DLPUE2035","DLPUE2035-260317","RIO NEXAPA 14",42818,2017,"INCUMPLE","LÓTICO",24000,24000,24000,19.813,0.71,45.357,0.5,3.598,2.232,100,0.263,1580,7.6,3,1.9,106.56,0.0006505,0.00681,0.00010065,0.01367,5e-04,460,26.2,19.9,2731.9,0,1,1,1
"DLPUE1994","DLPUE1994-280517","RIO SAN LORENZO 1",42881,2017,"INCUMPLE","LÓTICO",2400,4600,1500,0.133,0.0025,0.322,0.5,0.008,0.00075,30,0.171,241,8.5,3.17,0.11,5,0.0006505,0.02458,0.00010065,0.0046,5e-04,116,22.6,20.6,10.5,0,0,1,1
"DLPUE1989","DLPUE1989-070816","LA AUTOPISTA P1 (24)",42585,2016,"INCUMPLE","LÓTICO",24000,24000,2400,5.566,0.193,6.205,0.5,1.709,1.102,80,0.189,766,7.9,3,0.91,333.33,0.0006505,0.01487,0.00010065,0.01549,5e-04,156,28.5,20.7,10148.9,0,1,1,1
"DLPUE2041","DLPUE2041-281012","NEXAPA ENTRADA A PUCTLA",41253,2012,"INCUMPLE","LÓTICO",2400,2400,1.5,6.73,0.007,10.48,0.5,2.289,7.005,10,0.0516,1217.25,7.94,2.5,2.2565841550486,17,0.0006505,6e-04,0.00010065,0.00021,0.0020745968997096,381.38670381476,27,21.5,187.3,0,0,1,1
"DLTLA2546","DLTLA2546-170716","TLAPALAC ANTES DE CONFLUENCIA CON RIO ATOYAC",42562,2016,"INCUMPLE","LÓTICO",24000,24000,11000,44.924,0.167,106.062,0.5,6.83,5.195,300,0.431,1381,7.6,0.5,9.35,86.84,0.0006505,6e-04,0.00096,0.00867,5e-04,350,22.3,21.5,38.4,1,1,1,1
"OCBAL2872","OCBAL2872-210118","PRESA LOS CARROS OBRA DE TOMA",43127,2018,"CUMPLE","LÉNTICO",122,246.142960020645,20,0.239849,0.0025,0.700739,0.500826658660235,0.040806,0.030719,30,0.25151,484.91255431525,7.87509059573941,2.32666075637326,0.412657147250546,11,0.0006505,6e-04,0.00010065,0.00021,0.0006540985902036,172.13,24.5,22.1333431538432,6234.39446532311,0,0,0,0
"DLPUE2069M1","DLPUE2069M1-310515","PUENTE MARQUEZ",42151,2015,"INCUMPLE","LÓTICO",24000,24000,11000,0.181,0.0025,1.712,0.5,2.252,1.816,60,0.129,714,8.4,4.28,0.005,3670,0.0079,0.0619,0.00010065,0.0653,5e-04,980,32.4,26.5,6346,0,0,1,1
"DLPUE2038","DLPUE2038-230717","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ARRIBA)",42965,2017,"INCUMPLE","LÓTICO",24000,24000,24000,3.346,1.361,6.595,0.5,1.405,0.771,20,0.144,903,8.1,4.27,0.255,450,0.0006505,0.01134,0.00010065,0.01709,5e-04,258,32.5,20.4,196764.557165491,0,0,1,1
"OCGCE3246","OCGCE3246-050217","PASO JARDIN",42767,2017,"CUMPLE","LÓTICO",430,430,230,0.149,0.0025,0.72,0.5,0.094,0.06,10,0.029,169,7.9,8.49,0.005,5,0.0006505,6e-04,0.00010065,0.00265,5e-04,92,27,20.4,15639.7,0,0,1,0
