"CLAVE SITIO","CLAVE DE MONITOREO","NOMBRE DEL SITIO","FECHA REALIZACIÓN","Año","DQO_ESTADO","TIPO CUERPO DE AGUA","COLI_FEC","COLI_TOT","E_COLI","N_NH3","N_NO2","N_TOTK","TOX_D_48_UT","P_TOT","ORTO_PO4","COLOR_VER","ABS_UV","CONDUC_CAMPO","pH_CAMPO","OD_mgL","SAAM","SST","CD_TOT","CR_TOT","HG_TOT","NI_TOT","CN_TOT","DUR_TOT","TEMP_AMB","TEMP_AGUA","CAUDAL","COT_NOM","TOX_NOM","TIPO_LOTICO","y"
"DLPUE2014M1","DLPUE2014M1-240416","SANTA MARÍA CORONANGO",42481,2016,"INCUMPLE","LÓTICO",2100,11000,210,0.48,0.0025,1.196,0.5,0.923,0.867,150,0.379,397,7.5,2.12,0.25,68.42,0.0006505,0.006,0.00010065,0.0132,5e-04,154.44,19.8,17.4,9.5,0,0,1,1
"DLPUE2063M1","DLPUE2063M1-240716","ARROYO PRIETO",42572,2016,"INCUMPLE","LÓTICO",280,430,70,29.001,0.099,52.719,0.5,5.84,4.394,300,0.334,999,7.7,0.5,9.65,53.13,0.0006505,0.13697,0.00010065,0.05186,5e-04,246,19.2,17,19.7,1,1,1,1
"DLPUE2063M1","DLPUE2063M1-020417","ARROYO PRIETO",42821,2017,"INCUMPLE","LÓTICO",24000,24000,24000,31.018,0.0025,57.477,0.5,5.239,4.876,200,0.464,645,7.3,0.5,10.9,123.81,0.0006505,0.05184,0.00010065,0.05103,5e-04,208,25,19.1,24.6,1,1,1,1
"DLPUE2047","DLPUE2047-230717","RIO NEXAPA 19",42961,2017,"CUMPLE","LÓTICO",24000,24000,11000,0.00175,0.0025,0.248,0.5,0.218,0.216,60,0.088,1619,8,5.08,0.234,101.27,0.0006505,0.00657,0.00010065,0.00709,5e-04,712,31,26.2,6717.5,0,0,1,0
"DLPUE2036","DLPUE2036-231016","NEXAPA-LAS FAJANAS P1 (33)",42663,2016,"INCUMPLE","LÓTICO",280,11000,210,0.249,0.1,0.672,0.5,0.632,0.499,20,0.087,1036,7.9,5.08,0.13,17,0.0006505,0.00648,0.00010065,0.00766,5e-04,380,25.4,19.7,1056.4,0,0,1,1
"DLPUE2017","DLPUE2017-110916","PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15)",42620,2016,"INCUMPLE","LÓTICO",24000,24000,11000,4.105,0.428,8.03705,0.5,1.587,1.259,60,0.082,346,7.6,3.72,0.9,223.81,0.0006505,0.00834,0.00010065,0.01171,5e-04,114,22.3,15.9,2494.5,0,0,1,1
"DLPUE2027","DLPUE2027-080614","RIO NEXAPA 7",41792,2014,"CUMPLE","LÓTICO",24000,24000,1200,0.989,0.033,2.042,0.5,0.642,0.545,20,0.142,387,8.2,4.4,0.427,69,0.0006505,0.0088,0.00010065,0.0105,0.009,136.6,25,20.5,155,0,0,1,0
"DLPUE1977","DLPUE1977-140216","DESPUÉS DE LA CONFLUENCIA CON EL RÍO SAN FRANCISCO",42408,2016,"INCUMPLE","LÓTICO",24000,24000,11000,13.144,0.056,36.595,0.5,4.209,3.956,200,0.109,1210,7.4,0.5,9.1,146.67,0.0006505,6e-04,0.00010065,0.00021,5e-04,432,23,18.6,1175,1,1,1,1
"DLPUE2035","DLPUE2035-290614","RIO NEXAPA 14",41816,2014,"INCUMPLE","LÓTICO",24000,24000,11000,0.357,0.497,1.653,0.5,0.806,0.622,60,0.371,592.6,8.2,4.8,0.246,29,0.0006505,0.0179,0.00010065,0.0179,5e-04,228,23.9,21,10329,0,0,1,1
"DLPUE2086","DLPUE2086-091218","RIO NEXAPA 20",43438,2018,"CUMPLE","LÓTICO",430,11000,150,0.094,0.0025,0.245,0.5,0.571,0.317,2.5,0.053,1884,7.6,4.11,0.005,24,0.0006505,0.02022,0.00010065,0.0061,5e-04,980,24.1,23.2,9024.1,0,0,1,0
"DLPUE2056","DLPUE2056-120513","AMPLIACIÓN UNIÓN ANTORCHISTA",41402,2013,"INCUMPLE","LÓTICO",2000,2800,2000,14.805,0.057,20.405,1.42,2.3,1.443,10,0.07,1831,7.33,0.5,2.7589013812783,84,0.0006505,0.0159,0.00010065,0.0135,0.0010332960034928,580,18.5,18.3,86.4,1,0,1,1
"DLPUE2036","DLPUE2036-260317","NEXAPA-LAS FAJANAS P1 (33)",42818,2017,"INCUMPLE","LÓTICO",24000,24000,24000,14.76,0.676,33.74,0.5,3.134,1.819,100,0.203,1519,7.7,3.58,2.29131657509158,83.33,0.0006505,0.04982,0.00010065,0.05987,5e-04,456,20.2,17.9,2515.2,0,1,1,1
"DLPUE2073","DLPUE2073-200817","CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V. (AGUAS ABAJO)",42964,2017,"INCUMPLE","LÓTICO",24000,24000,24000,47.268,0.0025,59.265,1.44,2.093,1.945,150,0.569,4552.7,7.5,1.2,9.472,220.51,0.0006505,0.05331,0.00010065,0.00624,5e-04,424,23.5,22.1,106.2,1,1,1,1
"DLPUE2015","DLPUE2015-280615","ANTES DE LA UNION DEL RIO TLANALAPAN P1(12)",42180,2015,"INCUMPLE","LÓTICO",24000,24000,11000,2.706,0.045,3.115,0.5,1.974,1.705,150,0.756,967,7.7,0.5,5.35,36.36,0.0006505,0.0102,0.00010065,0.0064,5e-04,82,22.2,21.6,11,0,1,1,1
"DLPUE2026","DLPUE2026-160717","NEXAPA LOS MOLINOS P1 (31)",42929,2017,"INCUMPLE","LÓTICO",750,930,430,1.71,0.268,1.998,0.5,1.408,1.179,50,0.301,490.6,7.6,4.45,0.99,20,0.0006505,0.00527,0.00010065,0.01075,5e-04,134,21.7,19,11.2,0,0,1,1
"DLPUE2058","DLPUE2058-270414","RIO ACATLAN",41743,2014,"INCUMPLE","LÓTICO",24000,24000,4600,5.326,0.0025,5.326,0.5,2.794,1.019,10,0.205,1158,7.6,1,2.738,100,0.0006505,0.0068,0.00010065,0.0183,5e-04,499,26.7,22.5,31,1,0,1,1
"DLPUE2067W1","DLPUE2067W1 -090924","ANTES DE LA CONFLUENCIA CON EL RÍO ATOYAC",45544,2024,"CUMPLE","LÓTICO",23879.7414150568,24130.5536521806,22735.5297621911,4.87,0.201,7.82,0.5,1.04,0.946801271212911,65.232212407118,0.261072515912412,1297,7.72,0.21,1.79,8,0.0007226306274754,0.0105,0.0002044504537966,0.0125501964564861,0.0011821663493905,469.247554388637,22,19,2005.55180142494,0,0,1,0
"DLPUE2063","DLPUE2063-261014","PUEBLA ALSESECA  (A) AGUAS ARRIBA",41920,2014,"INCUMPLE","LÓTICO",24000,24000,4600,1.972,0.059,1.972,1.49,3.396,3.194,80,0.712,1378,7.7,2.7967730733319,1.822,123.3,0.0006505,0.0058,0.00010065,0.013,5e-04,291.1,19,18.9,1177,1,1,1,1
"DLPUE2043","DLPUE2043-270518","RIO NEXAPA 17",43244,2018,"CUMPLE","LÓTICO",200,2100,110,0.204,0.171,0.391,0.5,0.378,0.309,5,0.651,1215,7.7,3.42,0.005,5,0.0006505,0.01199,0.00010065,0.01424,5e-04,465,24.9,22.3,1131.6,0,0,1,0
"DLPUE2002","DLPUE2002-210118","RIO NECAXA 4",43115,2018,"CUMPLE","LÓTICO",4600,11000,2400,0.058,0.033,0.106,0.5,0.037,0.016,5,0.037,221,7.3,4.96,0.163,5,0.0006505,0.38953,0.00010065,0.00286,5e-04,96,19.6,17.1,3575.0474969632,0,0,1,0
"DLPUE2014M1","DLPUE2014M1-281018","SANTA MARÍA CORONANGO",43398,2018,"CUMPLE","LÓTICO",430,930,30,0.267,0.0025,1.593,0.5,0.5,0.284,30,0.147,530,7.9,2.8,0.005,5,0.0006505,0.01283,0.00010065,0.00537,5e-04,212.16,27.5,19,2.2,0,0,1,0
"DLPUE2002","DLPUE2002-010516","RIO NECAXA 4",42489,2016,"INCUMPLE","LÓTICO",4600,11000,110,0.141,0.0025,0.512,0.5,0.112,0.064,30,0.04,199,8.2,3.78,0.1,15,0.0006505,0.0061,0.00010065,0.0042,5e-04,88,38.2,23.7,10272.6163109226,0,0,1,1
"OCGCE3246","OCGCE3246-070216","PASO JARDIN",42405,2016,"CUMPLE","LÓTICO",930,1500,750,0.00175,0.0025,0.446,0.5,0.074,0.043,20,0.029,164,8.3,6.1,0.005,15,0.0006505,6e-04,0.00010065,0.0023,5e-04,78,18.1,17.9,33198.7,0,0,1,0
"DLPUE2085","DLPUE2085-110819","RIO NEXAPA 21",43685,2019,"INCUMPLE","LÓTICO",24000,24000,24000,0.34704,0.25321,7.23182,0.5,2.01213,0.2735,150,0.252,675,7.8,7.96,0.121,1370,0.0006505,0.111,0.000256,0.0688,0.0013,441.888,32,25,480874.87754717,0,0,1,1
"DLPUE2086","DLPUE2086-080913","RIO NEXAPA 20",41519,2013,"INCUMPLE","LÓTICO",460,2400,240,0.074,0.022,0.074,0.5,0.078,0.034,50,0.077,384,7.57,2.7,0.359850144377191,292,0.0006505,0.014,0.00095,0.021,0.0005657205386201,720,23.5,21.2,5819.2,0,0,1,1
"DLPUE2017","DLPUE2017-040813","PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15)",41488,2013,"INCUMPLE","LÓTICO",2400,2400,460,0.545,0.0025,2.393,0.5,0.469,1.018,20,0.09,344,7.11,0.5,1.26910649027443,52.86,0.0006505,6e-04,0.00010065,0.001,0.0006540985902036,215,28.5,23.2,1788.2,0,0,1,1
"DLPUE2052M1","DLPUE2052M1-300717","LAGUNA SANTIAGO OVANDO",42943,2017,"INCUMPLE","LÉNTICO",4600,14314.1808794627,2400,2.235,0.0025,3.648,0.500826658660235,3.194,0.202,400,0.362,996.055640989882,7.72549737812123,1.86113145485697,2.79783426589496,89.23,0.0006505,0.01311,0.00010065,0.00622,0.001184917789151,170,20.9,19.2705996450681,1116.42540487502,0,0,0,1
"DLPUE2033","DLPUE2033-200915","RIO NEXAPA 13",42265,2015,"CUMPLE","LÓTICO",11000,24000,4600,0.523,0.076,2.376,0.5,0.438,0.353,50,0.168,355,7.7,5.79,0.005,156.36,0.0006505,0.0087,0.00010065,0.0111,5e-04,130,22.6,17.8,1701,0,0,1,0
"DLPUE2030","DLPUE2030-060817","RIO NEXAPA 11",42950,2017,"INCUMPLE","LÓTICO",24000,24000,24000,7.874,0.755,9.037,0.5,1.768,1.397,104,0.175,1004,7.5,4.21,1.194,189.19,0.0006505,0.01279,0.00010065,0.01643,0.006,274,28.1,22,2215.1,0,0,1,1
"DLPUE2021","DLPUE2021-160314","RIO NEXAPA 0",41710,2014,"INCUMPLE","LÓTICO",70,110,1.5,0.041,0.198,0.041,0.5,0.104,0.095,200,1.073,622,7.7,1,8.993,320,0.0006505,0.0064,0.0042,0.0157,5e-04,146.4,20.3,13,1,0,0,1,1
"DLPUE2038","DLPUE2038-270518","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ARRIBA)",43244,2018,"INCUMPLE","LÓTICO",11000,24000,2100,2.668,1.835,2.716,0.5,1.517,1.054,20,0.634,923,8.2,3.43,0.005,132,0.0006505,0.00797,0.00010065,0.01077,5e-04,282,28.9,22.3,2885.2,0,0,1,1
"DLPUE2034","DLPUE2034-240416","RIO NEXAPA 15",42482,2016,"INCUMPLE","LÓTICO",2100,24000,930,0.776,0.0025,6.831,0.5,1.722,1.422,30,0.171,693,8,3.84906240936696,1.09,505.88,0.0006505,0.0203,0.00010065,0.0312,5e-04,252,15.8,17.3,4103.61060334337,0,1,1,1
"DLPUE2046","DLPUE2046-240416","NEXAPA PUENTE DON ROQUE",42478,2016,"CUMPLE","LÓTICO",2400,4600,70,0.00175,0.021,0.719,0.5,0.076,0.076,5,0.033,2106.6,7.9,6.44,0.17,10,0.0006505,0.0066,6e-04,0.0089,5e-04,1340,32.8,24.1,451,0,0,1,0
"DLPUE2086","DLPUE2086-060316","RIO NEXAPA 20",42429,2016,"CUMPLE","LÓTICO",150,2100,30,0.567,0.025,1.217,0.5,0.045,0.026,20,0.059,2031.6,7.8,6.74,0.2,5,0.0006505,6e-04,0.00010065,0.006,5e-04,1056,25.8,21.9,3105.4,0,0,1,0
"DLPUE2050","DLPUE2050-120623","ATOYAC LA CARMELITA P1 (26)",45089,2023,"INCUMPLE","LÓTICO",4.3e+07,4.3e+07,1972040,14.35,0.005,21.99,0.544652851052668,3.22300913694865,1.92678363122808,80,0.36874719040409,1110,8,0.5,5.84,215,0.0007226306274754,0.0324591113708163,0.0003706866330549,0.0247827803597791,0.0273845977733065,465.316350052493,27,24,3103.33121687614,0,0,1,1
"DLPUE2054","DLPUE2054-181112","RIO XOCHIAC AGUAS ABAJO DEL COLECTOR EL CARMEN CONFLUENCIA CON RIO XOCHIAC",41245,2012,"INCUMPLE","LÓTICO",2400,2400,1100,2.18,0.0025,2.75,0.5,1.164,3.562,60,0.0045,1410,8.08,1.8,2.89005153025217,96,0.0006505,6e-04,0.0101,0.00021,0.0066573122309119,197.96,29,22.9,217.9,1,0,1,1
"DLPUE2014M1","DLPUE2014M1-140517","SANTA MARÍA CORONANGO",42863,2017,"INCUMPLE","LÓTICO",24000,24000,24000,5.405,0.0025,14.928,0.5,0.325,0.116,40,0.329,520.3,7.2,2.62,0.47,63,0.0006505,6e-04,0.00010065,0.00737,5e-04,182,28.9,23,1.4,0,0,1,1
"DLPUE2038","DLPUE2038-140118","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ARRIBA)",43111,2018,"INCUMPLE","LÓTICO",24000,24000,24000,4.322,0.949,4.776,0.5,2.487,2.142,30,0.105,1202,7.8,2.93,0.611,65,0.0006505,0.05482,0.00010065,0.01098,5e-04,380,17.6,16.4,5029.5,0,0,1,1
"DLPUE2031","DLPUE2031-210413","RIO NEXAPA 10",41384,2013,"INCUMPLE","LÓTICO",2100,2100,1100,1.573,0.0025,28.919,0.5,6.888,5.337,100,0.731,1838,7.8,3.8,4.20282986945027,11,0.0006505,6e-04,0.00010065,0.00021,0.0008854398874243,1390,20.4,20.7,459.54,0,0,1,1
"DLPUE2022M1","DLPUE2022M1-190217","BARRANCA HONDA",42781,2017,"INCUMPLE","LÓTICO",24000,24000,24000,39.732,0.0025,49.939,3.86,5.73,2.011,300,0.733,1411,9,0.5,0.74,400,0.0006505,0.0082,0.00010065,0.00714,5e-04,218,24.5,20,168.1,1,1,1,1
"DLPUE2022M1","DLPUE2022M1-110819","BARRANCA HONDA",43685,2019,"INCUMPLE","LÓTICO",24000,24000,24000,36.664047,0.007825,47.345977,0.5,7.87452,5.52805,250,0.617,1214,7.9,1.66,10.81,44,0.0006505,0.0086,0.00010065,0.0037,0.0054,175.403,21,18,469,1,1,1,1
"DLPUE2069","DLPUE2069-161212","AHUATEPEC PUENTE",41270,2012,"CUMPLE","LÓTICO",1.5,1.5,1.5,0.5,0.0025,4.7,0.500795998282877,0.166,0.509,5,0.0760217428162115,967,9.49,5.3,0.351312926804171,18,0.0006505,6e-04,0.00010065,0.00021,0.001138149668519,111.72,10.1788389154705,9.4,7.95,0,0,1,0
"DLPUE2027","DLPUE2027-210517","RIO NEXAPA 7",42871,2017,"CUMPLE","LÓTICO",2100,2400,1500,4.295,1.088,4.678,0.5,1.968,1.397,30,0.115,459,7.4,3.75,0.65,14,0.0006505,0.00643,0.00010065,0.00584,5e-04,492,26.2,20.8,24.3,0,0,1,0
"DLPUE2034","DLPUE2034-250514","RIO NEXAPA 15",41774,2014,"INCUMPLE","LÓTICO",24000,24000,11000,4.012,0.369,9.313,0.5,1.687,1.525,40,0.291,908,7.8,4.7,0.748,105,0.0006505,0.0071,0.00010065,0.0231,5e-04,318.8,25.8,21.3,2050,0,0,1,1
"DLPUE2050","DLPUE2050-180916","ATOYAC LA CARMELITA P1 (26)",42627,2016,"INCUMPLE","LÓTICO",24000,24000,24000,10.854,0.033,44.183,0.5,1.743,1.272,100,0.185,849,7.4,4.41,0.74,1245,0.004,0.03152,0.00010065,0.04199,5e-04,236,14,16.2,5799.7,0,1,1,1
"DLPUE2001","DLPUE2001-200915","RIO NECAXA 1",42265,2015,"CUMPLE","LÓTICO",2400,4600,1500,0.061,0.0025,0.425,0.5,0.102,0.06,50,0.119,150,7.4,4.64,0.005,27,0.0006505,6e-04,0.00010065,0.0034,5e-04,90,25.2,21.5,3634.5528494758,0,0,1,0
"DLPUE2052M1","DLPUE2052M1-280816","LAGUNA SANTIAGO OVANDO",42608,2016,"INCUMPLE","LÉNTICO",1500,3069.67546956575,430,0.096,0.0025,0.694,0.500826658660235,2.178,1.67,200,0.402,1595.45141583124,7.93527905875935,2.53088206817549,2.20753796993644,52.54,0.0006505,0.00567,0.00010065,0.00459,0.000861205885387,228,19.9,18.5882089459445,2095.70190564407,0,0,0,1
"DLPUE2042","DLPUE2042-211018","PUCTLA",43391,2018,"INCUMPLE","LÓTICO",24000,24000,24000,1.867,1.25,2.002,0.5,0.337,0.326,30,0.132,955,8,5.12,0.266,148.33,0.0006505,0.05859,0.00010065,0.02103,5e-04,329.6,29.5,22,4145.9,0,0,1,1
"DLPUE2029","DLPUE2029-281018","RIO NEXAPA 9",43396,2018,"INCUMPLE","LÓTICO",24000,24000,24000,9.189,0.458,9.396,0.5,2.395,1.792,40,0.196,1101,8.7,4.42,2.102,161.91,0.0006505,0.02523,0.00068,0.01379,5e-04,318.24,27.9,20,2265.9,0,0,1,1
"DLPUE2084","DLPUE2084-100313","RIO ATOYAC (DESPUES DE LA CONFLUENCIA DEL RIO MIXTECO)",41338,2013,"CUMPLE","LÓTICO",4,75,1.5,0.094,0.0025,0.094,0.5,0.053,0.04,2.5,0.0045,1117,9.09,6.5,0.0896324788586836,62,0.0006505,6e-04,0.00010065,0.00021,0.00057494906846,390,31.2,20.5,2869.08,0,0,1,0
"DLTLA2546","DLTLA2546-070413","TLAPALAC ANTES DE CONFLUENCIA CON RIO ATOYAC",41366,2013,"INCUMPLE","LÓTICO",430,640,230,1.55,0.027,26.19,1.81,13.198,13.053,120,0.493,1479,7.44,0.5,4.74982992530345,175.556,0.0006505,0.0051,0.00010065,0.0102,0.000901351345112,840,25.9,21.3,90.8,1,0,1,1
"DLPUE2086","DLPUE2086-251015","RIO NEXAPA 20",42303,2015,"CUMPLE","LÓTICO",930,1500,750,0.024,0.0025,0.302,0.5,0.086,0.061,20,0.071,1685.3,8.3,6.96,0.09,19,0.0006505,6e-04,5e-04,0.0045,5e-04,992,26.8,25.6,3540,0,0,1,0
"DLPUE2047","DLPUE2047-240814","RIO NEXAPA 19",41848,2014,"INCUMPLE","LÓTICO",4600,11000,930,0.00175,0.0025,0.00175,0.5,0.093,0.082,20,0.084,2048,7.7,5.4,0.081,21,0.0006505,0.0086,0.00010065,0.0062,5e-04,1072,32,27.5,6561,1,0,1,1
"DLPUE2025","DLPUE2025-050415","RIO NEXAPA 6",42095,2015,"CUMPLE","LÓTICO",200,210,150,1.688,0.088,4.664,0.5,0.409,0.394,10,0.084,385,8,3.28,0.8,16,0.0006505,6e-04,0.00010065,0.002,5e-04,122,19.2,17.4,179,0,0,1,0
"DLPUE2074M1","DLPUE2074M1-280615","SANTA MARÍA TEXMELUCAN",42180,2015,"CUMPLE","LÓTICO",110,140,70,0.072,0.0025,0.072,0.5,0.046,0.035,2.5,0.009,89,7,5.68,0.005,5,0.0006505,0.0057,0.00010065,0.00021,5e-04,38,16.2,11,122,0,0,1,0
"DLPUE1994","DLPUE1994-010516","RIO SAN LORENZO 1",42489,2016,"INCUMPLE","LÓTICO",24000,24000,4600,7.653,0.0025,9.556,0.5,1.41,1.166,100,0.201,433,7.2,3.34,0.14,70.31,0.0006505,6e-04,0.00010065,0.0073,5e-04,138,12.7,12.8,3.9,0,0,1,1
"DLPUE2002","DLPUE2002-240618","RIO NECAXA 4",43276,2018,"INCUMPLE","LÓTICO",4600,24000,1500,0.124,0.0025,0.159,0.5,0.187,0.04,10,0.011,191,7.2,7.51,0.153,15,0.0006505,0.0126,0.00010065,0.00593,5e-04,80,27.8,25.1,15568.2510715981,0,0,1,1
"DLTLA2546","DLTLA2546-111015","TLAPALAC ANTES DE CONFLUENCIA CON RIO ATOYAC",42282,2015,"INCUMPLE","LÓTICO",24000,24000,11000,7.732,0.062,34.258,1.19,2.307,1.867,300,0.765,1184,7.6,0.5,19.6,83.33,0.0006505,6e-04,0.00010065,0.0073,5e-04,312,25.2,20.6,202,1,1,1,1
"DLPUE2009","DLPUE2009-100515","AGUA FRIA",42134,2015,"CUMPLE","LÓTICO",1515,2143,0.5,0.101863,0.023315,0.2001,0.5,0.032,0.00075,2.5,0.0045,338,8.5,6.15,0.0835,5,0.0006505,6e-04,0.00010065,0.00021,5e-04,158,29,28,73,0,0,1,0
"DLPUE2086","DLPUE2086-100313","RIO NEXAPA 20",41337,2013,"CUMPLE","LÓTICO",11,20,1.5,0.111,0.0025,0.111,0.5,0.252,0.113,10,0.0045,1991,9,6.2,0.0813981478023622,5,0.0006505,6e-04,0.00010065,0.00021,0.00057494906846,136,33.4,23.8,2974.6,0,0,1,0
"DLPUE1994","DLPUE1994-140216","RIO SAN LORENZO 1",42412,2016,"INCUMPLE","LÓTICO",24000,24000,4600,0.292,0.0025,12.305,0.5,3.126,2.466,150,0.281,369,8,4.08,0.12,67.65,0.0006505,6e-04,0.0023,0.0065,5e-04,112,10.08,5.5,3.3,0,1,1,1
"DLPUE2085","DLPUE2085-091218","RIO NEXAPA 21",43437,2018,"INCUMPLE","LÓTICO",24000,24000,24000,0.032,0.018,0.073,0.5,0.209,0.047,2.5,0.054,1871,8,3.12,0.005,19,0.0006505,0.0104,0.00010065,0.00502,5e-04,170,30.9,26,3022.11301493101,0,0,1,1
"DLPUE2047","DLPUE2047-161212","RIO NEXAPA 19",41276,2013,"INCUMPLE","LÓTICO",460,1100,210,2.806,0.049,5.052,0.5,0.476,1.456,10,0.0045,1948.75,8.12,4.5,2.58028981344016,19,0.017,6e-04,0.00010065,0.00021,0.0026190335777008,520.74,29.5,23.4,203.9,0,0,1,1
"DLPUE1976","DLPUE1976-080913","PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA",41520,2013,"INCUMPLE","LÓTICO",2400,2400,460,0.848,0.137,0.848,0.5,1.571,0.307,150,0.193,406,7.28,3.5,1.31013074976094,1380,0.009,0.077,0.00104,0.059,0.0007517133375187,250,17.2,18,22204.5,0,0,1,1
"DLPUE2002","DLPUE2002-201013","RIO NECAXA 4",41564,2013,"CUMPLE","LÓTICO",110,140,90,0.125,0.0025,0.685,0.5,0.054,0.046,30,0.037,153,7.35,5.5,0.308,5,0.0006505,0.012,0.00010065,0.00021,5e-04,122,22.2,20.4,28689.5,0,0,1,0
"DLPUE2025","DLPUE2025-050715","RIO NEXAPA 6",42185,2015,"CUMPLE","LÓTICO",24000,24000,11000,0.435,0.105,1.847,0.5,0.573,0.42,60,0.237,234,7.6,4.29,0.56,180,0.0006505,0.0111,7e-04,0.015,5e-04,84,21.4,17.7,461,0,0,1,0
"DLPUE2056","DLPUE2056-030716","AMPLIACIÓN UNIÓN ANTORCHISTA",42550,2016,"INCUMPLE","LÓTICO",24000,24000,24000,6.137,0.075,10.838,0.5,1.712,0.63,250,0.224,812,7.5,1.02,0.78,5150,0.0151,0.1036,0.00010065,0.1045,5e-04,202,22.6,20.5,74997.729724359,0,1,1,1
"DLPUE2026","DLPUE2026-100219","NEXAPA LOS MOLINOS P1 (31)",43500,2019,"INCUMPLE","LÓTICO",24000,24000,24000,7.774,0.029,8.086,0.5,4.084,3.757,50,0.244,652,7.9,4.36,2.12,14,0.0006505,0.00976,0.00010065,0.00728,5e-04,304,23.8,18.7,5.8,0,0,1,1
"OCBAL2872","OCBAL2872-200316","PRESA LOS CARROS OBRA DE TOMA",42451,2016,"CUMPLE","LÉNTICO",23,179.538654022063,23,0.498424,0.144335,1.925235,0.500826658660235,0.096075,0.088074,20,0.4055,484.435887648583,7.61392277631143,2.93275236167341,0.240173011514938,58,0.0006505,0.004605,0.00010065,0.008655,0.0006540985902036,198.79,25.8,22.7518806341672,2271.01810742906,0,0,0,0
"DLPUE2074M1","DLPUE2074M1-030416","SANTA MARÍA TEXMELUCAN",42459,2016,"CUMPLE","LÓTICO",2400,2400,15,0.00175,0.0025,0.01,0.5,0.06,0.047,2.5,0.0045,91,7,5.33,0.005,5,0.0006505,6e-04,0.00010065,0.0033,5e-04,34,12,10.1,50,0,0,1,0
"DLPUE2014M1","DLPUE2014M1-110922","SANTA MARÍA CORONANGO",44813,2022,"INCUMPLE","LÓTICO",24000,24130.5536521806,1500,0.74,0.502,1.46,0.5,0.124,0.00075,40,0.174632597350429,1135,7.5,1.3,0.07,14,0.00065074,0.015,0.0001006445,0.0095958512673021,0.004,437.641249543629,28,17,14.4,0,0,1,1
"DLPUE2053","DLPUE2053-090417","ECHEVERRIA ANTES DE LA PLANTA DE TRATAMIENTO ATOYAC SUR",42828,2017,"INCUMPLE","LÓTICO",24000,24000,24000,27.82,0.0025,63.811,0.5,4.919,3.086,300,0.045,1210,8.1,0.5,12.2,92,0.0006505,0.00544,0.00076,0.01609,5e-04,536,24.3,22.9,1564.29935002503,1,1,1,1
"DLPUE2063","DLPUE2063-240515","PUEBLA ALSESECA  (A) AGUAS ARRIBA",42142,2015,"INCUMPLE","LÓTICO",24000,24000,11000,4.506,0.107,22.963,0.5,4.404,2.2,250,1.098,681,7.8,0.5,2.24,2190,0.0006505,0.0335,0.00010065,0.0357,5e-04,764,21.9,18.5,1096,0,1,1,1
"DLPUE2084","DLPUE2084-060316","RIO ATOYAC (DESPUES DE LA CONFLUENCIA DEL RIO MIXTECO)",42430,2016,"INCUMPLE","LÓTICO",90,210,40,0.234,0.0025,0.234,0.5,0.253,0.114,5,0.057,1153.3,9.2,6.58,0.005,5,0.0006505,6e-04,0.00010065,0.0039,5e-04,280,32.4,24,3085.1,0,0,1,1
"DLPUE2025","DLPUE2025-111112","RIO NEXAPA 6",41244,2012,"CUMPLE","LÓTICO",240,1100,23,1.45,0.049,2.29,0.5,0.862,2.639,2.5,0.0045,309,7.16,4.7,1.8435812686703,13,0.005,6e-04,0.00010065,0.00021,0.0008531247746001,152.88,27,18.6,188.8,0,0,1,0
"DLPUE1983","DLPUE1983-130817","SABORMEX, S.A. DE C.V. (ANTES CAFES DE VERACRUZ, S.A. DE C.V.) (AGUAS ABAJO)",42959,2017,"INCUMPLE","LÓTICO",24000,24000,24000,20.328,0.0025,20.355,2.04,6.562,2.621,300,0.72,1888.4,8.2,0.5,16.961,400,0.0006505,0.00921,0.00010065,0.00901,5e-04,284,25.4,26,6.2,1,1,1,1
"DLPUE2023","DLPUE2023-170515","RIO NEXAPA 4",42136,2015,"INCUMPLE","LÓTICO",24000,24000,11000,28.495,0.0025,74.813,1.18,4.177,2.71,300,1.5,1413,8.1,0.5,27,160,0.0006505,0.0141,0.00010065,0.0072,5e-04,164,23.9,23.9,1,1,0,1,1
"DLPUE2056","DLPUE2056-180813","AMPLIACIÓN UNIÓN ANTORCHISTA",41502,2013,"INCUMPLE","LÓTICO",2400,2400,2400,1.238,0.066,7.698,0.5,1.691,0.043,20,0.173,964,7.63,2,1.2642091228694,305,0.0006505,0.0388,3e-04,0.0319,0.0031352714350025,340,21.2,20.5,10259.6,0,0,1,1
"DLPUE2046","DLPUE2046-040617","NEXAPA PUENTE DON ROQUE",42884,2017,"INCUMPLE","LÓTICO",1500,4600,750,0.277,0.0025,0.46,0.5,0.099,0.065,10,0.048,2269,7.7,4.31,0.005,5,0.0006505,6e-04,0.00010065,0.00631,5e-04,852,32.6,25.2,493.1,0,0,1,1
